K,err_rate
13,0.01818181818181818
15,0.03636363636363636
17,0.05454545454545454
19,0.05454545454545454
21,0.03636363636363636
23,0.05454545454545454
25,0.05454545454545454
27,0.05454545454545454
29,0.07272727272727272
1,0.03508771929824561
3,0.03508771929824561
5,0.05263157894736842
7,0.05263157894736842
9,0.03508771929824561
11,0.017543859649122806
13,0.017543859649122806
15,0.03508771929824561
17,0.03508771929824561
19,0.03508771929824561
21,0.03508771929824561
23,0.03508771929824561
25,0.05263157894736842
27,0.03508771929824561
29,0.03508771929824561
1,0.06382978723404255
3,0.06382978723404255
5,0.0425531914893617
7,0.06382978723404255
9,0.06382978723404255
11,0.06382978723404255
13,0.0851063829787234
15,0.0425531914893617
17,0.0425531914893617
19,0.0425531914893617
21,0.06382978723404255
23,0.06382978723404255
25,0.06382978723404255
27,0.0851063829787234
29,0.10638297872340426
1,0.05263157894736842
3,0.05263157894736842
5,0.07017543859649122
7,0.07017543859649122
9,0.07017543859649122
11,0.07017543859649122
13,0.07017543859649122
15,0.07017543859649122
17,0.07017543859649122
19,0.07017543859649122
21,0.08771929824561403
23,0.08771929824561403
25,0.08771929824561403
27,0.08771929824561403
29,0.08771929824561403
1,0.018518518518518517
3,0.018518518518518517
5,0.018518518518518517
7,0.037037037037037035
9,0.05555555555555555
11,0.037037037037037035
13,0.05555555555555555
15,0.07407407407407407
17,0.05555555555555555
19,0.037037037037037035
21,0.05555555555555555
23,0.07407407407407407
25,0.07407407407407407
27,0.07407407407407407
29,0.07407407407407407
1,0.019230769230769232
3,0.038461538461538464
5,0.038461538461538464
7,0.019230769230769232
9,0.057692307692307696
11,0.057692307692307696
13,0.019230769230769232
15,0.019230769230769232
17,0.038461538461538464
19,0.038461538461538464
21,0.038461538461538464
23,0.038461538461538464
25,0.038461538461538464
27,0.019230769230769232
29,0.038461538461538464
1,0.05172413793103448
3,0.05172413793103448
5,0.05172413793103448
7,0.017241379310344827
9,0.017241379310344827
11,0.034482758620689655
13,0.034482758620689655
15,0.034482758620689655
17,0.034482758620689655
19,0.034482758620689655
21,0.034482758620689655
23,0.034482758620689655
25,0.034482758620689655
27,0.05172413793103448
29,0.05172413793103448
1,0.018518518518518517
3,0.018518518518518517
5,0.018518518518518517
7,0.018518518518518517
9,0.018518518518518517
11,0.018518518518518517
13,0.018518518518518517
15,0.018518518518518517
17,0.037037037037037035
19,0.018518518518518517
21,0.018518518518518517
23,0.0
25,0.018518518518518517
27,0.018518518518518517
29,0.037037037037037035
1,0.05357142857142857
3,0.05357142857142857
5,0.03571428571428571
7,0.017857142857142856
9,0.0
11,0.0
13,0.017857142857142856
15,0.05357142857142857
17,0.05357142857142857
19,0.07142857142857142
21,0.07142857142857142
23,0.07142857142857142
25,0.07142857142857142
27,0.07142857142857142
29,0.07142857142857142
1,0.06557377049180328
3,0.06557377049180328
5,0.03278688524590164
7,0.01639344262295082
9,0.01639344262295082
11,0.04918032786885246
13,0.03278688524590164
15,0.03278688524590164
17,0.03278688524590164
19,0.03278688524590164
21,0.03278688524590164
23,0.04918032786885246
25,0.04918032786885246
27,0.06557377049180328
29,0.03278688524590164
1,0.057692307692307696
3,0.057692307692307696
5,0.07692307692307693
7,0.057692307692307696
9,0.038461538461538464
11,0.057692307692307696
13,0.057692307692307696
15,0.038461538461538464
17,0.038461538461538464
19,0.038461538461538464
21,0.038461538461538464
23,0.038461538461538464
25,0.038461538461538464
27,0.07692307692307693
29,0.09615384615384616
1,0.017543859649122806
3,0.05263157894736842
5,0.08771929824561403
7,0.08771929824561403
9,0.10526315789473684
11,0.08771929824561403
13,0.08771929824561403
15,0.08771929824561403
17,0.08771929824561403
19,0.08771929824561403
21,0.08771929824561403
23,0.08771929824561403
25,0.08771929824561403
27,0.08771929824561403
29,0.10526315789473684
1,0.05454545454545454
3,0.05454545454545454
5,0.05454545454545454
7,0.01818181818181818
9,0.01818181818181818
11,0.01818181818181818
13,0.01818181818181818
15,0.01818181818181818
17,0.01818181818181818
19,0.01818181818181818
21,0.01818181818181818
23,0.05454545454545454
25,0.05454545454545454
27,0.05454545454545454
29,0.09090909090909091
1,0.0847457627118644
3,0.05084745762711865
5,0.06779661016949153
7,0.0847457627118644
9,0.0847457627118644
11,0.1016949152542373
13,0.0847457627118644
15,0.0847457627118644
17,0.1016949152542373
19,0.1016949152542373
21,0.0847457627118644
23,0.0847457627118644
25,0.1016949152542373
27,0.0847457627118644
29,0.0847457627118644
1,0.05172413793103448
3,0.05172413793103448
5,0.034482758620689655
7,0.05172413793103448
9,0.017241379310344827
11,0.017241379310344827
13,0.017241379310344827
15,0.0
17,0.0
19,0.0
21,0.0
23,0.0
25,0.0
27,0.0
29,0.017241379310344827
1,0.038461538461538464
3,0.057692307692307696
5,0.057692307692307696
7,0.038461538461538464
9,0.038461538461538464
11,0.038461538461538464
13,0.07692307692307693
15,0.057692307692307696
17,0.07692307692307693
19,0.038461538461538464
21,0.038461538461538464
23,0.057692307692307696
25,0.038461538461538464
27,0.038461538461538464
29,0.038461538461538464
1,0.019230769230769232
3,0.019230769230769232
5,0.038461538461538464
7,0.038461538461538464
9,0.07692307692307693
11,0.038461538461538464
13,0.038461538461538464
15,0.038461538461538464
17,0.038461538461538464
19,0.019230769230769232
21,0.019230769230769232
23,0.019230769230769232
25,0.019230769230769232
27,0.019230769230769232
29,0.019230769230769232
1,0.04
3,0.04
5,0.04
7,0.04
9,0.02
11,0.02
13,0.02
15,0.04
17,0.04
19,0.04
21,0.04
23,0.04
25,0.04
27,0.04
29,0.04
1,0.05660377358490566
3,0.05660377358490566
5,0.05660377358490566
7,0.07547169811320754
9,0.09433962264150944
11,0.05660377358490566
13,0.05660377358490566
15,0.05660377358490566
17,0.07547169811320754
19,0.07547169811320754
21,0.07547169811320754
23,0.07547169811320754
25,0.09433962264150944
27,0.09433962264150944
29,0.09433962264150944
1,0.05
3,0.05
5,0.03333333333333333
7,0.03333333333333333
9,0.016666666666666666
11,0.03333333333333333
13,0.03333333333333333
15,0.05
17,0.05
19,0.03333333333333333
21,0.03333333333333333
23,0.03333333333333333
25,0.03333333333333333
27,0.03333333333333333
29,0.05
1,0.07017543859649122
3,0.07017543859649122
5,0.07017543859649122
7,0.07017543859649122
9,0.08771929824561403
11,0.08771929824561403
13,0.05263157894736842
15,0.07017543859649122
17,0.07017543859649122
19,0.07017543859649122
21,0.07017543859649122
23,0.07017543859649122
25,0.07017543859649122
27,0.07017543859649122
29,0.07017543859649122
1,0.05084745762711865
3,0.05084745762711865
5,0.03389830508474576
7,0.05084745762711865
9,0.05084745762711865
11,0.06779661016949153
13,0.05084745762711865
15,0.03389830508474576
17,0.05084745762711865
19,0.05084745762711865
21,0.0847457627118644
23,0.1016949152542373
25,0.0847457627118644
27,0.0847457627118644
29,0.0847457627118644
1,0.05172413793103448
3,0.05172413793103448
5,0.05172413793103448
7,0.05172413793103448
9,0.05172413793103448
11,0.05172413793103448
13,0.05172413793103448
15,0.034482758620689655
17,0.034482758620689655
19,0.034482758620689655
21,0.034482758620689655
23,0.034482758620689655
25,0.034482758620689655
27,0.05172413793103448
29,0.05172413793103448
1,0.034482758620689655
3,0.05172413793103448
5,0.06896551724137931
7,0.08620689655172414
9,0.034482758620689655
11,0.034482758620689655
13,0.034482758620689655
15,0.017241379310344827
17,0.034482758620689655
19,0.034482758620689655
21,0.034482758620689655
23,0.017241379310344827
25,0.017241379310344827
27,0.034482758620689655
29,0.034482758620689655
1,0.07142857142857142
3,0.03571428571428571
5,0.03571428571428571
7,0.03571428571428571
9,0.03571428571428571
11,0.03571428571428571
13,0.03571428571428571
15,0.03571428571428571
17,0.017857142857142856
19,0.017857142857142856
21,0.05357142857142857
23,0.017857142857142856
25,0.03571428571428571
27,0.07142857142857142
29,0.07142857142857142
1,0.07407407407407407
3,0.05555555555555555
5,0.07407407407407407
7,0.09259259259259259
9,0.1111111111111111
11,0.09259259259259259
13,0.05555555555555555
15,0.05555555555555555
17,0.07407407407407407
19,0.1111111111111111
21,0.1111111111111111
23,0.1111111111111111
25,0.09259259259259259
27,0.1111111111111111
29,0.09259259259259259
1,0.03333333333333333
3,0.03333333333333333
5,0.03333333333333333
7,0.03333333333333333
9,0.03333333333333333
11,0.03333333333333333
13,0.05
15,0.03333333333333333
17,0.03333333333333333
19,0.016666666666666666
21,0.03333333333333333
23,0.016666666666666666
25,0.016666666666666666
27,0.016666666666666666
29,0.016666666666666666
1,0.019230769230769232
3,0.0
5,0.0
7,0.038461538461538464
9,0.038461538461538464
11,0.019230769230769232
13,0.019230769230769232
15,0.0
17,0.0
19,0.0
21,0.0
23,0.0
25,0.0
27,0.0
29,0.0
1,0.03636363636363636
3,0.03636363636363636
5,0.03636363636363636
7,0.03636363636363636
9,0.03636363636363636
11,0.03636363636363636
13,0.03636363636363636
15,0.01818181818181818
17,0.01818181818181818
19,0.01818181818181818
21,0.01818181818181818
23,0.01818181818181818
25,0.01818181818181818
27,0.01818181818181818
29,0.01818181818181818
1,0.05263157894736842
3,0.05263157894736842
5,0.03508771929824561
7,0.017543859649122806
9,0.017543859649122806
11,0.017543859649122806
13,0.03508771929824561
15,0.017543859649122806
17,0.03508771929824561
19,0.05263157894736842
21,0.03508771929824561
23,0.05263157894736842
25,0.03508771929824561
27,0.017543859649122806
29,0.017543859649122806
1,0.05555555555555555
3,0.037037037037037035
5,0.037037037037037035
7,0.037037037037037035
9,0.037037037037037035
11,0.018518518518518517
13,0.018518518518518517
15,0.018518518518518517
17,0.018518518518518517
19,0.018518518518518517
21,0.018518518518518517
23,0.037037037037037035
25,0.037037037037037035
27,0.05555555555555555
29,0.018518518518518517
1,0.018867924528301886
3,0.018867924528301886
5,0.018867924528301886
7,0.018867924528301886
9,0.018867924528301886
11,0.03773584905660377
13,0.03773584905660377
15,0.03773584905660377
17,0.018867924528301886
19,0.03773584905660377
21,0.03773584905660377
23,0.03773584905660377
25,0.03773584905660377
27,0.03773584905660377
29,0.03773584905660377
1,0.07142857142857142
3,0.07142857142857142
5,0.05357142857142857
7,0.03571428571428571
9,0.05357142857142857
11,0.05357142857142857
13,0.05357142857142857
15,0.05357142857142857
17,0.07142857142857142
19,0.07142857142857142
21,0.07142857142857142
23,0.07142857142857142
25,0.07142857142857142
27,0.07142857142857142
29,0.07142857142857142
1,0.05555555555555555
3,0.05555555555555555
5,0.05555555555555555
7,0.07407407407407407
9,0.09259259259259259
11,0.09259259259259259
13,0.07407407407407407
15,0.07407407407407407
17,0.07407407407407407
19,0.07407407407407407
21,0.07407407407407407
23,0.09259259259259259
25,0.09259259259259259
27,0.09259259259259259
29,0.09259259259259259
1,0.0
3,0.0
5,0.020833333333333332
7,0.020833333333333332
9,0.020833333333333332
11,0.020833333333333332
13,0.020833333333333332
15,0.020833333333333332
17,0.020833333333333332
19,0.020833333333333332
21,0.020833333333333332
23,0.041666666666666664
25,0.041666666666666664
27,0.041666666666666664
29,0.020833333333333332
1,0.03278688524590164
3,0.03278688524590164
5,0.03278688524590164
7,0.03278688524590164
9,0.03278688524590164
11,0.03278688524590164
13,0.03278688524590164
15,0.03278688524590164
17,0.01639344262295082
19,0.01639344262295082
21,0.01639344262295082
23,0.03278688524590164
25,0.01639344262295082
27,0.01639344262295082
29,0.01639344262295082
1,0.1111111111111111
3,0.05555555555555555
5,0.05555555555555555
7,0.037037037037037035
9,0.037037037037037035
11,0.05555555555555555
13,0.09259259259259259
15,0.09259259259259259
17,0.09259259259259259
19,0.1111111111111111
21,0.1111111111111111
23,0.1111111111111111
25,0.09259259259259259
27,0.09259259259259259
29,0.1111111111111111
1,0.06666666666666667
3,0.1
5,0.1
7,0.08333333333333333
9,0.06666666666666667
11,0.06666666666666667
13,0.08333333333333333
15,0.1
17,0.1
19,0.1
21,0.08333333333333333
23,0.06666666666666667
25,0.06666666666666667
27,0.06666666666666667
29,0.08333333333333333
1,0.04
3,0.04
5,0.04
7,0.04
9,0.06
11,0.06
13,0.06
15,0.04
17,0.06
19,0.06
21,0.06
23,0.06
25,0.08
27,0.08
29,0.08
1,0.03333333333333333
3,0.03333333333333333
5,0.03333333333333333
7,0.0
9,0.016666666666666666
11,0.016666666666666666
13,0.0
15,0.016666666666666666
17,0.03333333333333333
19,0.03333333333333333
21,0.03333333333333333
23,0.03333333333333333
25,0.03333333333333333
27,0.05
29,0.03333333333333333
1,0.034482758620689655
3,0.034482758620689655
5,0.017241379310344827
7,0.017241379310344827
9,0.06896551724137931
11,0.034482758620689655
13,0.017241379310344827
15,0.05172413793103448
17,0.05172413793103448
19,0.05172413793103448
21,0.06896551724137931
23,0.06896551724137931
25,0.06896551724137931
27,0.06896551724137931
29,0.08620689655172414
1,0.019230769230769232
3,0.019230769230769232
5,0.019230769230769232
7,0.0
9,0.019230769230769232
11,0.019230769230769232
13,0.019230769230769232
15,0.019230769230769232
17,0.019230769230769232
19,0.019230769230769232
21,0.019230769230769232
23,0.019230769230769232
25,0.019230769230769232
27,0.019230769230769232
29,0.038461538461538464
1,0.06896551724137931
3,0.08620689655172414
5,0.08620689655172414
7,0.08620689655172414
9,0.06896551724137931
11,0.05172413793103448
13,0.06896551724137931
15,0.05172413793103448
17,0.06896551724137931
19,0.08620689655172414
21,0.08620689655172414
23,0.08620689655172414
25,0.08620689655172414
27,0.08620689655172414
29,0.08620689655172414
1,0.017241379310344827
3,0.034482758620689655
5,0.034482758620689655
7,0.017241379310344827
9,0.034482758620689655
11,0.017241379310344827
13,0.017241379310344827
15,0.017241379310344827
17,0.017241379310344827
19,0.017241379310344827
21,0.0
23,0.0
25,0.0
27,0.0
29,0.017241379310344827
1,0.03571428571428571
3,0.03571428571428571
5,0.03571428571428571
7,0.05357142857142857
9,0.05357142857142857
11,0.05357142857142857
13,0.07142857142857142
15,0.07142857142857142
17,0.07142857142857142
19,0.07142857142857142
21,0.07142857142857142
23,0.05357142857142857
25,0.07142857142857142
27,0.05357142857142857
29,0.07142857142857142
1,0.017543859649122806
3,0.017543859649122806
5,0.017543859649122806
7,0.017543859649122806
9,0.017543859649122806
11,0.017543859649122806
13,0.0
15,0.0
17,0.0
19,0.0
21,0.017543859649122806
23,0.017543859649122806
25,0.017543859649122806
27,0.017543859649122806
29,0.03508771929824561
1,0.03389830508474576
3,0.01694915254237288
5,0.06779661016949153
7,0.03389830508474576
9,0.03389830508474576
11,0.03389830508474576
13,0.03389830508474576
15,0.03389830508474576
17,0.03389830508474576
19,0.05084745762711865
21,0.05084745762711865
23,0.05084745762711865
25,0.05084745762711865
27,0.05084745762711865
29,0.05084745762711865
1,0.018518518518518517
3,0.07407407407407407
5,0.1111111111111111
7,0.09259259259259259
9,0.07407407407407407
11,0.07407407407407407
13,0.05555555555555555
15,0.05555555555555555
17,0.05555555555555555
19,0.07407407407407407
21,0.09259259259259259
23,0.09259259259259259
25,0.09259259259259259
27,0.07407407407407407
29,0.07407407407407407
1,0.03773584905660377
3,0.03773584905660377
5,0.03773584905660377
7,0.018867924528301886
9,0.018867924528301886
11,0.018867924528301886
13,0.018867924528301886
15,0.03773584905660377
17,0.03773584905660377
19,0.03773584905660377
21,0.03773584905660377
23,0.03773584905660377
25,0.03773584905660377
27,0.03773584905660377
29,0.05660377358490566
1,0.03636363636363636
3,0.01818181818181818
5,0.01818181818181818
7,0.01818181818181818
9,0.01818181818181818
11,0.03636363636363636
13,0.01818181818181818
15,0.03636363636363636
17,0.03636363636363636
19,0.05454545454545454
21,0.05454545454545454
23,0.03636363636363636
25,0.03636363636363636
27,0.05454545454545454
29,0.05454545454545454
1,0.04
3,0.04
5,0.04
7,0.06
9,0.04
11,0.04
13,0.06
15,0.06
17,0.06
19,0.06
21,0.06
23,0.08
25,0.08
27,0.08
29,0.08
1,0.01818181818181818
3,0.05454545454545454
5,0.03636363636363636
7,0.05454545454545454
9,0.03636363636363636
11,0.01818181818181818
13,0.01818181818181818
15,0.01818181818181818
17,0.01818181818181818
19,0.03636363636363636
21,0.01818181818181818
23,0.01818181818181818
25,0.01818181818181818
27,0.01818181818181818
29,0.01818181818181818
1,0.07142857142857142
3,0.07142857142857142
5,0.07142857142857142
7,0.07142857142857142
9,0.05357142857142857
11,0.05357142857142857
13,0.05357142857142857
15,0.05357142857142857
17,0.03571428571428571
19,0.03571428571428571
21,0.03571428571428571
23,0.03571428571428571
25,0.03571428571428571
27,0.03571428571428571
29,0.03571428571428571
1,0.05263157894736842
3,0.05263157894736842
5,0.05263157894736842
7,0.05263157894736842
9,0.05263157894736842
11,0.05263157894736842
13,0.03508771929824561
15,0.03508771929824561
17,0.03508771929824561
19,0.03508771929824561
21,0.03508771929824561
23,0.03508771929824561
25,0.03508771929824561
27,0.03508771929824561
29,0.03508771929824561
1,0.017543859649122806
3,0.017543859649122806
5,0.017543859649122806
7,0.017543859649122806
9,0.017543859649122806
11,0.017543859649122806
13,0.03508771929824561
15,0.03508771929824561
17,0.03508771929824561
19,0.017543859649122806
21,0.017543859649122806
23,0.017543859649122806
25,0.017543859649122806
27,0.017543859649122806
29,0.017543859649122806
1,0.06349206349206349
3,0.06349206349206349
5,0.06349206349206349
7,0.06349206349206349
9,0.07936507936507936
11,0.06349206349206349
13,0.07936507936507936
15,0.07936507936507936
17,0.07936507936507936
19,0.07936507936507936
21,0.09523809523809523
23,0.07936507936507936
25,0.06349206349206349
27,0.06349206349206349
29,0.047619047619047616
1,0.05084745762711865
3,0.05084745762711865
5,0.06779661016949153
7,0.05084745762711865
9,0.05084745762711865
11,0.03389830508474576
13,0.03389830508474576
15,0.03389830508474576
17,0.03389830508474576
19,0.03389830508474576
21,0.03389830508474576
23,0.03389830508474576
25,0.05084745762711865
27,0.0847457627118644
29,0.0847457627118644
1,0.0392156862745098
3,0.0392156862745098
5,0.058823529411764705
7,0.0392156862745098
9,0.0784313725490196
11,0.0784313725490196
13,0.0784313725490196
15,0.0784313725490196
17,0.0784313725490196
19,0.0784313725490196
21,0.09803921568627451
23,0.11764705882352941
25,0.09803921568627451
27,0.09803921568627451
29,0.11764705882352941
1,0.057692307692307696
3,0.057692307692307696
5,0.07692307692307693
7,0.07692307692307693
9,0.07692307692307693
11,0.07692307692307693
13,0.057692307692307696
15,0.057692307692307696
17,0.057692307692307696
19,0.057692307692307696
21,0.057692307692307696
23,0.057692307692307696
25,0.057692307692307696
27,0.057692307692307696
29,0.057692307692307696
1,0.06896551724137931
3,0.034482758620689655
5,0.05172413793103448
7,0.05172413793103448
9,0.08620689655172414
11,0.08620689655172414
13,0.06896551724137931
15,0.05172413793103448
17,0.017241379310344827
19,0.034482758620689655
21,0.034482758620689655
23,0.034482758620689655
25,0.05172413793103448
27,0.034482758620689655
29,0.034482758620689655
1,0.03508771929824561
3,0.017543859649122806
5,0.0
7,0.03508771929824561
9,0.05263157894736842
11,0.05263157894736842
13,0.017543859649122806
15,0.017543859649122806
17,0.017543859649122806
19,0.017543859649122806
21,0.03508771929824561
23,0.03508771929824561
25,0.05263157894736842
27,0.03508771929824561
29,0.05263157894736842
1,0.05
3,0.06666666666666667
5,0.05
7,0.05
9,0.06666666666666667
11,0.05
13,0.05
15,0.05
17,0.06666666666666667
19,0.016666666666666666
21,0.03333333333333333
23,0.03333333333333333
25,0.03333333333333333
27,0.03333333333333333
29,0.05
1,0.061224489795918366
3,0.10204081632653061
5,0.08163265306122448
7,0.061224489795918366
9,0.04081632653061224
11,0.04081632653061224
13,0.04081632653061224
15,0.04081632653061224
17,0.061224489795918366
19,0.061224489795918366
21,0.04081632653061224
23,0.04081632653061224
25,0.04081632653061224
27,0.061224489795918366
29,0.061224489795918366
1,0.05555555555555555
3,0.05555555555555555
5,0.05555555555555555
7,0.037037037037037035
9,0.05555555555555555
11,0.05555555555555555
13,0.05555555555555555
15,0.037037037037037035
17,0.018518518518518517
19,0.018518518518518517
21,0.018518518518518517
23,0.037037037037037035
25,0.037037037037037035
27,0.018518518518518517
29,0.037037037037037035
1,0.017857142857142856
3,0.03571428571428571
5,0.03571428571428571
7,0.05357142857142857
9,0.05357142857142857
11,0.05357142857142857
13,0.05357142857142857
15,0.05357142857142857
17,0.05357142857142857
19,0.05357142857142857
21,0.05357142857142857
23,0.03571428571428571
25,0.017857142857142856
27,0.03571428571428571
29,0.017857142857142856
1,0.0
3,0.05357142857142857
5,0.017857142857142856
7,0.017857142857142856
9,0.0
11,0.017857142857142856
13,0.017857142857142856
15,0.03571428571428571
17,0.017857142857142856
19,0.0
21,0.017857142857142856
23,0.03571428571428571
25,0.017857142857142856
27,0.017857142857142856
29,0.03571428571428571
1,0.07017543859649122
3,0.08771929824561403
5,0.12280701754385964
7,0.05263157894736842
9,0.05263157894736842
11,0.05263157894736842
13,0.08771929824561403
15,0.05263157894736842
17,0.05263157894736842
19,0.08771929824561403
21,0.08771929824561403
23,0.07017543859649122
25,0.07017543859649122
27,0.07017543859649122
29,0.07017543859649122
1,0.08196721311475409
3,0.08196721311475409
5,0.06557377049180328
7,0.04918032786885246
9,0.06557377049180328
11,0.06557377049180328
13,0.04918032786885246
15,0.06557377049180328
17,0.06557377049180328
19,0.06557377049180328
21,0.04918032786885246
23,0.04918032786885246
25,0.04918032786885246
27,0.04918032786885246
29,0.03278688524590164
1,0.06666666666666667
3,0.1
5,0.05
7,0.06666666666666667
9,0.06666666666666667
11,0.08333333333333333
13,0.08333333333333333
15,0.05
17,0.08333333333333333
19,0.08333333333333333
21,0.08333333333333333
23,0.08333333333333333
25,0.08333333333333333
27,0.06666666666666667
29,0.06666666666666667
1,0.017857142857142856
3,0.017857142857142856
5,0.03571428571428571
7,0.03571428571428571
9,0.03571428571428571
11,0.03571428571428571
13,0.03571428571428571
15,0.017857142857142856
17,0.017857142857142856
19,0.017857142857142856
21,0.017857142857142856
23,0.017857142857142856
25,0.017857142857142856
27,0.017857142857142856
29,0.017857142857142856
1,0.05263157894736842
3,0.05263157894736842
5,0.05263157894736842
7,0.03508771929824561
9,0.05263157894736842
11,0.017543859649122806
13,0.017543859649122806
15,0.017543859649122806
17,0.03508771929824561
19,0.0
21,0.0
23,0.0
25,0.0
27,0.0
29,0.017543859649122806
1,0.05454545454545454
3,0.05454545454545454
5,0.05454545454545454
7,0.05454545454545454
9,0.03636363636363636
11,0.07272727272727272
13,0.09090909090909091
15,0.07272727272727272
17,0.05454545454545454
19,0.05454545454545454
21,0.05454545454545454
23,0.09090909090909091
25,0.09090909090909091
27,0.09090909090909091
29,0.09090909090909091
1,0.05454545454545454
3,0.05454545454545454
5,0.05454545454545454
7,0.05454545454545454
9,0.07272727272727272
11,0.07272727272727272
13,0.05454545454545454
15,0.03636363636363636
17,0.01818181818181818
19,0.03636363636363636
21,0.05454545454545454
23,0.05454545454545454
25,0.05454545454545454
27,0.05454545454545454
29,0.03636363636363636
1,0.0392156862745098
3,0.0392156862745098
5,0.0196078431372549
7,0.0392156862745098
9,0.0392156862745098
11,0.0392156862745098
13,0.058823529411764705
15,0.0392156862745098
17,0.0392156862745098
19,0.0196078431372549
21,0.0196078431372549
23,0.0392156862745098
25,0.0392156862745098
27,0.0392156862745098
29,0.0392156862745098
1,0.03571428571428571
3,0.03571428571428571
5,0.05357142857142857
7,0.05357142857142857
9,0.05357142857142857
11,0.03571428571428571
13,0.05357142857142857
15,0.05357142857142857
17,0.05357142857142857
19,0.05357142857142857
21,0.05357142857142857
23,0.03571428571428571
25,0.017857142857142856
27,0.017857142857142856
29,0.03571428571428571
1,0.03508771929824561
3,0.05263157894736842
5,0.03508771929824561
7,0.03508771929824561
9,0.017543859649122806
11,0.03508771929824561
13,0.03508771929824561
15,0.03508771929824561
17,0.03508771929824561
19,0.03508771929824561
21,0.03508771929824561
23,0.07017543859649122
25,0.07017543859649122
27,0.05263157894736842
29,0.05263157894736842
1,0.05263157894736842
3,0.05263157894736842
5,0.05263157894736842
7,0.07017543859649122
9,0.07017543859649122
11,0.07017543859649122
13,0.05263157894736842
15,0.05263157894736842
17,0.05263157894736842
19,0.07017543859649122
21,0.07017543859649122
23,0.05263157894736842
25,0.05263157894736842
27,0.05263157894736842
29,0.05263157894736842
1,0.03508771929824561
3,0.03508771929824561
5,0.03508771929824561
7,0.05263157894736842
9,0.05263157894736842
11,0.05263157894736842
13,0.05263157894736842
15,0.05263157894736842
17,0.05263157894736842
19,0.05263157894736842
21,0.05263157894736842
23,0.07017543859649122
25,0.07017543859649122
27,0.07017543859649122
29,0.07017543859649122
1,0.09615384615384616
3,0.11538461538461539
5,0.09615384615384616
7,0.057692307692307696
9,0.038461538461538464
11,0.057692307692307696
13,0.07692307692307693
15,0.057692307692307696
17,0.09615384615384616
19,0.11538461538461539
21,0.09615384615384616
23,0.09615384615384616
25,0.09615384615384616
27,0.09615384615384616
29,0.09615384615384616
1,0.017543859649122806
3,0.017543859649122806
5,0.017543859649122806
7,0.03508771929824561
9,0.017543859649122806
11,0.03508771929824561
13,0.05263157894736842
15,0.03508771929824561
17,0.05263157894736842
19,0.05263157894736842
21,0.05263157894736842
23,0.05263157894736842
25,0.05263157894736842
27,0.05263157894736842
29,0.05263157894736842
1,0.05555555555555555
3,0.05555555555555555
5,0.037037037037037035
7,0.018518518518518517
9,0.037037037037037035
11,0.037037037037037035
13,0.018518518518518517
15,0.018518518518518517
17,0.018518518518518517
19,0.018518518518518517
21,0.018518518518518517
23,0.018518518518518517
25,0.018518518518518517
27,0.037037037037037035
29,0.05555555555555555
1,0.03508771929824561
3,0.03508771929824561
5,0.03508771929824561
7,0.03508771929824561
9,0.03508771929824561
11,0.05263157894736842
13,0.05263157894736842
15,0.05263157894736842
17,0.05263157894736842
19,0.05263157894736842
21,0.05263157894736842
23,0.05263157894736842
25,0.05263157894736842
27,0.05263157894736842
29,0.05263157894736842
1,0.037037037037037035
3,0.05555555555555555
5,0.037037037037037035
7,0.018518518518518517
9,0.018518518518518517
11,0.018518518518518517
13,0.0
15,0.018518518518518517
17,0.0
19,0.018518518518518517
21,0.018518518518518517
23,0.037037037037037035
25,0.037037037037037035
27,0.037037037037037035
29,0.018518518518518517
1,0.05357142857142857
3,0.017857142857142856
5,0.03571428571428571
7,0.08928571428571429
9,0.017857142857142856
11,0.05357142857142857
13,0.05357142857142857
15,0.03571428571428571
17,0.07142857142857142
19,0.07142857142857142
21,0.10714285714285714
23,0.07142857142857142
25,0.07142857142857142
27,0.07142857142857142
29,0.08928571428571429
1,0.07272727272727272
3,0.03636363636363636
5,0.03636363636363636
7,0.05454545454545454
9,0.03636363636363636
11,0.03636363636363636
13,0.01818181818181818
15,0.01818181818181818
17,0.03636363636363636
19,0.05454545454545454
21,0.05454545454545454
23,0.05454545454545454
25,0.05454545454545454
27,0.05454545454545454
29,0.03636363636363636
1,0.03508771929824561
3,0.03508771929824561
5,0.05263157894736842
7,0.05263157894736842
9,0.03508771929824561
11,0.07017543859649122
13,0.07017543859649122
15,0.05263157894736842
17,0.05263157894736842
19,0.05263157894736842
21,0.05263157894736842
23,0.05263157894736842
25,0.03508771929824561
27,0.05263157894736842
29,0.05263157894736842
1,0.08196721311475409
3,0.08196721311475409
5,0.08196721311475409
7,0.06557377049180328
9,0.06557377049180328
11,0.04918032786885246
13,0.04918032786885246
15,0.03278688524590164
17,0.08196721311475409
19,0.06557377049180328
21,0.06557377049180328
23,0.08196721311475409
25,0.09836065573770492
27,0.08196721311475409
29,0.06557377049180328
1,0.07142857142857142
3,0.07142857142857142
5,0.07142857142857142
7,0.07142857142857142
9,0.07142857142857142
11,0.07142857142857142
13,0.05357142857142857
15,0.05357142857142857
17,0.05357142857142857
19,0.07142857142857142
21,0.07142857142857142
23,0.05357142857142857
25,0.03571428571428571
27,0.05357142857142857
29,0.07142857142857142
1,0.0
3,0.0392156862745098
5,0.0196078431372549
7,0.0196078431372549
9,0.0392156862745098
11,0.0392156862745098
13,0.0784313725490196
15,0.058823529411764705
17,0.058823529411764705
